Threshold,Overall_Accuracy_Downsampled,Participant 1,Participant 2,Participant 3,Participant 4
0.0,21.463414634146343,20.603015075376884,17.403314917127073,27.824267782426777,18.407960199004975
0.01,21.463414634146343,20.246913580246915,17.5,28.297872340425535,18.271604938271604
0.02,21.463414634146343,20.098039215686274,16.890080428954423,28.237791932059448,19.072164948453608
0.03,21.463414634146343,21.354166666666664,16.57894736842105,27.824267782426777,18.592964824120603
0.04,21.463414634146343,21.409921671018274,16.030534351145036,28.35820895522388,18.734177215189874
0.05,21.463414634146343,20.048899755501225,16.666666666666664,28.602150537634408,19.072164948453608
0.06,21.463414634146343,20.812182741116754,16.27906976744186,28.35820895522388,18.974358974358974
0.07,21.463414634146343,20.048899755501225,16.535433070866144,28.78787878787879,19.072164948453608
0.08,21.463414634146343,20.65491183879093,16.40625,27.882599580712785,19.3717277486911
0.09,21.463414634146343,20.759493670886076,16.449086161879894,27.882599580712785,19.22077922077922
0.1,21.463414634146343,21.1340206185567,16.237113402061855,28.35820895522388,18.734177215189874
0.11,21.463414634146343,21.354166666666664,16.57894736842105,27.824267782426777,18.592964824120603
0.12,21.463414634146343,20.65491183879093,16.890080428954423,28.059071729957807,18.68686868686869
0.13,21.463414634146343,21.578947368421055,16.49214659685864,27.766179540709814,18.546365914786968
0.14,21.463414634146343,19.951338199513383,16.75531914893617,28.602150537634408,19.072164948453608
0.15,21.463414634146343,20.2970297029703,17.5,27.650727650727653,18.734177215189874
0.16,21.463414634146343,20.19704433497537,16.890080428954423,28.54077253218884,18.734177215189874
0.17,21.463414634146343,20.448877805486283,16.93548387096774,28.000000000000004,18.877551020408163
0.18,21.463414634146343,20.707070707070706,16.666666666666664,28.35820895522388,18.639798488664987
0.19,21.463414634146343,20.34739454094293,17.166212534059948,28.663793103448278,18.226600985221676
0.2,21.524390243902438,20.098039215686274,16.62269129287599,28.418803418803417,19.480519480519483
0.21,21.524390243902438,20.5,16.449086161879894,27.824267782426777,19.788918205804748
0.22,21.524390243902438,21.188630490956072,16.62269129287599,27.593360995850624,19.132653061224488
0.23,21.585365853658537,21.025641025641026,16.49484536082474,28.177966101694917,19.230769230769234
0.24,21.70731707317073,19.854721549636803,17.158176943699733,28.059071729957807,20.263157894736842
0.25,21.890243902439025,20.65491183879093,16.886543535620053,27.85862785862786,20.626631853785902
0.26,22.01219512195122,20.75,16.976127320954905,28.510638297872344,20.35623409669211
0.27,22.25609756097561,22.07792207792208,16.623376623376622,28.846153846153843,20.149253731343283
0.28,22.5,21.0,17.5531914893617,29.462365591397848,20.551378446115287
0.29,22.621951219512194,21.44638403990025,17.741935483870968,28.874734607218684,20.95959595959596
0.3,22.98780487804878,22.45430809399478,17.539267015706805,29.350104821802937,21.105527638190953
0.31,22.804878048780488,22.53886010362694,17.31266149870801,29.550321199143468,20.5
0.32,22.804878048780488,21.5,17.50663129973475,29.361702127659573,21.374045801526716
0.33,22.926829268292686,21.882951653944023,17.724867724867725,29.89247311827957,20.792079207920793
0.34,23.353658536585368,21.782178217821784,18.133333333333333,30.19271948608137,21.82741116751269
0.35000000000000003,23.71951219512195,23.589743589743588,18.635170603674542,30.252100840336134,20.865139949109416
0.36,23.96341463414634,23.227383863080682,19.667590027700832,29.10602910602911,22.36503856041131
0.37,23.902439024390244,23.40966921119593,18.037135278514587,29.774127310061605,22.715404699738905
0.38,24.695121951219512,24.189526184538654,18.79895561357702,32.75488069414317,21.518987341772153
0.39,25.121951219512194,24.67866323907455,19.623655913978492,31.666666666666664,22.807017543859647
0.4,25.670731707317074,24.494949494949495,20.418848167539267,33.76623376623377,22.5
0.41000000000000003,26.097560975609756,26.153846153846157,20.634920634920633,33.61884368308351,22.469135802469136
0.42,26.21951219512195,25.879396984924625,20.689655172413794,33.11827956989247,23.75
0.43,26.28048780487805,25.552825552825553,20.77562326869806,34.1991341991342,22.926829268292686
0.44,26.76829268292683,26.767676767676768,20.618556701030926,33.76068376068376,24.484536082474225
0.45,27.31707317073171,25.43640897755611,23.036649214659686,34.05639913232104,25.5050505050505
0.46,27.682926829268297,25.7985257985258,23.783783783783786,33.82663847780127,25.8974358974359
0.47000000000000003,28.65853658536585,26.433915211970078,24.804177545691903,35.03184713375796,27.01298701298701
0.48,28.65853658536585,28.07017543859649,25.268817204301076,34.46088794926004,25.5050505050505
0.49,28.353658536585364,27.157360406091367,25.46916890080429,33.057851239669425,26.47814910025707
0.5,29.45121951219512,27.95969773299748,26.13333333333333,35.319148936170215,27.1356783919598
0.51,30.426829268292682,29.207920792079207,26.410256410256412,36.26609442060086,28.68421052631579
0.52,30.426829268292682,28.75318066157761,28.87700534759358,35.908141962421716,26.903553299492383
0.53,31.646341463414636,30.0,29.023746701846964,38.22894168466522,28.14070351758794
0.54,31.341463414634145,30.05050505050505,28.91891891891892,37.60683760683761,27.586206896551722
0.55,32.5,31.527093596059114,29.56989247311828,38.297872340425535,29.336734693877553
0.56,33.29268292682927,31.98992443324937,31.510416666666668,39.6588486140725,28.717948717948715
0.5700000000000001,32.987804878048784,32.67326732673268,30.133333333333333,38.54389721627409,29.441624365482234
0.58,34.08536585365854,34.57711442786069,32.89473684210527,38.59275053304904,29.30591259640103
0.59,35.0609756097561,34.81481481481482,32.88409703504043,40.421052631578945,30.848329048843187
0.6,35.24390243902439,34.57711442786069,34.89010989010989,39.06581740976646,31.76178660049628
0.61,35.91463414634146,37.531486146095716,34.308510638297875,38.80597014925373,32.41206030150754
0.62,36.036585365853654,35.32338308457712,36.03351955307262,40.67796610169492,31.372549019607842
0.63,37.74390243902439,37.75,37.368421052631575,41.7558886509636,33.33333333333333
0.64,38.65853658536585,37.93969849246231,35.82887700534759,43.85593220338983,35.858585858585855
0.65,39.02439024390244,38.16793893129771,37.903225806451616,43.21503131524008,35.858585858585855
0.66,39.08536585365854,38.308457711442784,36.05263157894737,44.776119402985074,35.98971722365039
0.67,39.75609756097561,40.05102040816326,35.58441558441559,45.806451612903224,36.4321608040201
0.68,40.426829268292686,39.55223880597015,38.481675392670155,45.92274678111588,36.666666666666664
0.6900000000000001,40.853658536585364,41.895261845386536,36.84210526315789,46.466809421841546,36.98979591836735
0.7000000000000001,41.52439024390244,41.27764127764127,40.41450777202073,45.9051724137931,37.59791122715404
0.71,41.58536585365854,42.60204081632653,39.94708994708995,45.72649572649573,37.3134328358209
0.72,41.46341463414634,42.857142857142854,39.46666666666667,45.57235421166307,37.121212121212125
0.73,42.3780487804878,43.609022556390975,39.00523560209424,47.64957264957265,38.107416879795394
0.74,41.76829268292683,43.44473007712082,39.63254593175853,47.45762711864407,35.427135678391956
0.75,43.41463414634146,44.038929440389296,40.31413612565445,47.096774193548384,41.361256544502616
0.76,43.65853658536585,44.642857142857146,41.59779614325069,47.84394250513347,39.44723618090452
0.77,44.81707317073171,44.554455445544555,42.74193548387097,48.723404255319146,42.38578680203046
0.78,45.30487804878049,47.82608695652174,42.51968503937008,48.18763326226013,42.10526315789473
0.79,45.97560975609756,48.59335038363171,43.63636363636363,48.11715481171548,43.005181347150256
0.8,46.09756097560976,47.59615384615385,42.51968503937008,48.90350877192983,44.70284237726098
0.81,46.52439024390244,49.25,43.684210526315795,49.03225806451613,43.54430379746835
0.8200000000000001,48.59756097560975,51.47783251231527,44.354838709677416,51.49572649572649,46.192893401015226
0.8300000000000001,47.19512195121951,49.0,46.437994722955146,50.95948827292111,41.58163265306122
0.84,49.146341463414636,50.25125628140703,48.41269841269841,50.427350427350426,47.22222222222222
0.85,49.20731707317073,50.256410256410255,50.92348284960422,51.25523012552301,44.02035623409669
0.86,49.8780487804878,52.27272727272727,48.91304347826087,50.943396226415096,47.11779448621554
0.87,49.146341463414636,50.75757575757576,47.2972972972973,52.43128964059197,45.38653366583541
0.88,50.97560975609756,53.58974358974359,50.26178010471204,54.02542372881356,45.45454545454545
0.89,51.829268292682926,52.98507462686567,51.047120418848166,53.37552742616034,49.47643979057592
0.9,53.53658536585366,55.80246913580247,50.51282051282051,56.52173913043478,50.649350649350644
0.91,54.207317073170735,54.63414634146342,52.92553191489362,56.28997867803838,52.467532467532465
0.92,54.51219512195122,55.639097744360896,53.29815303430079,55.57894736842105,53.229974160206716
0.93,55.1219512195122,56.234096692111954,55.75916230366492,56.896551724137936,51.3715710723192
0.9400000000000001,56.52439024390243,59.64467005076142,55.91397849462365,57.773109243697476,52.51256281407035
0.9500000000000001,57.92682926829268,60.349127182044896,57.105943152454785,58.985200845665965,54.88126649076517
0.96,58.59756097560975,60.922330097087375,57.68194070080862,59.787234042553195,55.55555555555556
