Timestamp,Hand,Joint,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
9.042501,Right,Wrist,0.2663764,-0.3061984,0.3055767,0.1737777,0.3476794,-0.9084182,0.1539385
9.042501,Right,Right_IndexProximal,0.2567708,-0.21883,0.3615474,0.5766168,-0.1112188,0.7848287,-0.1979591
9.042501,Right,Right_IndexIntermediate,0.2494936,-0.1830673,0.3776118,-0.5682262,0.07697229,-0.7938606,0.2024359
9.042501,Right,Right_IndexDistal,0.2435157,-0.1599126,0.3866122,0.5537724,-0.002208726,0.8030735,-0.2200105
9.042501,Right,Right_IndexDistalEnd,0.2348801,-0.1376859,0.3926965,0.5537724,-0.002208726,0.8030735,-0.2200105
9.042501,Right,Right_MiddleProximal,0.2422288,-0.2342682,0.3716469,0.3722027,0.07849509,0.8582078,-0.3446502
9.042501,Right,Right_MiddleIntermediate,0.2128943,-0.2004147,0.3771461,-0.3624302,-0.09677628,-0.8602787,0.3452532
9.042501,Right,Right_MiddleDistal,0.193657,-0.1788979,0.3795722,0.3123723,0.203884,0.8665686,-0.3315335
9.042501,Right,Right_MiddleDistalEnd,0.1772695,-0.1626252,0.3761586,0.3123723,0.203884,0.8665686,-0.3315335
9.042501,Right,Right_PinkyProximal,0.2100153,-0.263722,0.3629484,0.04016833,0.4162162,0.8898979,-0.1822992
9.042501,Right,Right_PinkyIntermediate,0.1984556,-0.2447606,0.3394965,0.2571737,-0.8086627,-0.5198684,-0.0983048
9.042501,Right,Right_PinkyDistal,0.2095199,-0.2517473,0.3226213,-0.3668956,0.8564929,0.1031527,0.3480915
9.042501,Right,Right_PinkyDistalEnd,0.2224884,-0.2648867,0.3240786,-0.3668956,0.8564929,0.1031527,0.3480915
9.042501,Right,Right_RingProximal,0.2259871,-0.248819,0.3700422,0.128512,0.3677458,0.8763806,-0.2832049
9.042501,Right,Right_RingIntermediate,0.2017606,-0.2254856,0.3466007,0.2669255,-0.8481687,-0.4492583,-0.08676477
9.042501,Right,Right_RingDistal,0.216589,-0.2381648,0.3266038,-0.4283463,0.8358628,-0.0684401,0.336406
9.042501,Right,Right_RingDistalEnd,0.2306317,-0.2512355,0.3350411,-0.4283463,0.8358628,-0.0684401,0.336406
9.042501,Right,Right_ThumbProximal,0.2739574,-0.2563908,0.309568,0.9679262,-0.1471076,0.2026123,0.02066248
9.042501,Right,Right_ThumbIntermediate,0.2820732,-0.223559,0.3145316,-0.9457458,0.1731556,-0.2145559,0.1718968
9.042501,Right,Right_ThumbDistal,0.2935022,-0.191269,0.3239657,0.9374545,-0.2862392,0.1874739,-0.06403255
9.042501,Right,Right_ThumbDistalEnd,0.3086047,-0.1668797,0.330663,0.9374545,-0.2862391,0.187474,-0.0640325
